,Comments,Date,Product,Ratings,Reviews,Title
7,One person found this helpful. Was this review helpful to you?, November 19 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,very good sound and last very long time,Five Stars
8,Was this review helpful to you?, December 8 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Comfortable good quality and cheap,Five Stars
9,Was this review helpful to you?, May 11 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Gave them to my boyfriend and he uses them everyday.,Five Stars
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, November 3 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Was for my son...he love it...sound bass good..with clarity...,he love it.
1,Was this review helpful to you?, September 24 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,AAA product. highly recommended.,highly recommended.
2,Was this review helpful to you?, August 5 2014,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"These headphones are pretty. I remember there being an older model where they were slightly longer. However, these have pretty much no bass at all. I like my bass, and these don't seem to have any. It's a pretty poor sound quality.",These headphones are pretty. I remember there being an older model where ...
3,Was this review helpful to you?, February 12 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Work very well and have good sound quality for being so cheap,Five Stars
4,Was this review helpful to you?, March 1 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Its cheap headphones that fits my ear so I like it,Five Stars
5,Was this review helpful to you?, November 17 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"if it's Sony, it;s GOOD",s GOOD
6,One person found this helpful. Was this review helpful to you?, November 2 2012,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"The shipping was fast and the earphones are pretty good. Came in two days(standard shipping) so i was satisfied with the shipping. The earphones overall are pretty good as well. The bass isn't really that good, but the sound quality over is really good(I say better than your standard Apple earbuds) and the comfortablity is pretty good. Overall, good for the price they're offering.",Pretty Good Overall
7,Was this review helpful to you?, April 30 2014,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"This thing has better sound than the bad reviews say it has. It's not the best sounding device, but its good enough. It broke after 5 months, so its fragile.",Better than the bad reviews
8,Was this review helpful to you?, May 19 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I wear earphones all day as I am a landscaper who cuts lawns all day. These fit underneath my earphones well.,The beat ear buds for me.
9,One person found this helpful. Was this review helpful to you?, January 23 2015,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"Sound is fair as you'd expect from this price range, but I docked a star because they don't even try to stay in my ears.",Sound is fair as you'd expect from this price range ...
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, November 18 2017,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,Cheaply made and they fall out of my ears alot,Two Stars
1,Was this review helpful to you?, May 10 2013,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I have been using these things like crazy for 2 years now and have not had any problems. Must buy.,This Headphones are the Bomb
2,Was this review helpful to you?, October 31 2014,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"I really enjoy the headphones, I got these because I needed to replace an old pair of Sony earbuds that they stopped making sadly, these aren't as great, but they're still very good quality! Also love the fast shipping and packaging!",Good buy
3,Was this review helpful to you?, September 24 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Excellent - works great!,Five Stars
4,Was this review helpful to you?, September 29 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Shipped on time and product is as promised. Would purchase again.,Five Stars
5,Was this review helpful to you?, December 26 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,As expected and received items,Five Stars
6,Was this review helpful to you?, July 28 2014,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,Great headphone. These stay in my small ears when most don't.,Four Stars
7,One person found this helpful. Was this review helpful to you?, July 25 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Great sound,Five Stars
8,Was this review helpful to you?, July 15 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I love these, and always re-buy them when they fall prey to the wild accidents or over/misuse.",Five Stars
9,Was this review helpful to you?, November 13 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Excellent headphones!,Five Stars
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, November 10 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I love the sound of this headphones. I love the color and for its price, i am quite satisfied with the surround sound.",I love the sound of this headphones
1,One person found this helpful. Was this review helpful to you?, April 3 2015,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"There is some static when I use these headphones, but only sometimes. Other than that, great product.",great product.
2,Was this review helpful to you?, April 24 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"Don't know if this was because of the way they were delivered or anything but the right piece was chipped and the left one looks like it wasn't glued right or something, but they still sound good.",Sound Good. But Was Disappointed With The Appearance.
3,Was this review helpful to you?, February 26 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,It could use some better bass,👌
4,Was this review helpful to you?, August 10 2013,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,The very first day I was wearing them and the speakers fell apart. I think it was just a faulty pair as I have purchased these headphones before in pink. I haven't had any real problems with them. They normally work really well. I just ordered a replacement for these in purple. We'll see how well they hold up.,Fell apart on first day.
5,One person found this helpful. Was this review helpful to you?, February 11 2015,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"Arrived in great time - sound quality is so, so however. Expected better of Sony earbuds.",Sound quality isn't great
6,Was this review helpful to you?, April 21 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,good,Five Stars
